Date,Team,Team Score,Opponent,Opponent Score,Team Result
11/8/13,North Florida,69,Florida,77,Loss
11/8/13,VMI,82,Citadel,71,Win
11/8/13,Citadel,71,VMI,82,Loss
11/8/13,Pacific,80,Nevada,78,Win
11/8/13,Nevada,78,Pacific,80,Loss
11/8/13,Oklahoma,82,Alabama,73,Win
11/8/13,Alabama,73,Oklahoma,82,Loss
11/8/13,E Michigan,77,Albion,45,Win
11/8/13,Albion,45,E Michigan,77,Loss
11/8/13,Cincinnati,74,NC Central,61,Win
11/8/13,NC Central,61,Cincinnati,74,Loss
11/8/13,George Mason,63,American Univ,60,Win
11/8/13,American Univ,60,George Mason,63,Loss
11/8/13,Fordham,87,St Francis PA,67,Win
11/8/13,St Francis PA,67,Fordham,87,Loss
11/8/13,NC State,98,Appalachian St,77,Win
11/8/13,Appalachian St,77,NC State,98,Loss
11/8/13,G Washington,76,Radford,54,Win
11/8/13,Radford,54,G Washington,76,Loss
11/8/13,C Michigan,101,Manchester,49,Win
11/8/13,Manchester,49,C Michigan,101,Loss
11/8/13,Akron,72,Coastal Car,63,Win
11/8/13,Coastal Car,63,Akron,72,Loss
11/8/13,St Louis,87,SE Missouri St,64,Win
11/8/13,SE Missouri St,64,St Louis,87,Loss
11/8/13,Minnesota,81,Lehigh,62,Win
11/8/13,Lehigh,62,Minnesota,81,Loss
11/8/13,Nebraska,79,FL Gulf Coast,55,Win
11/8/13,FL Gulf Coast,55,Nebraska,79,Loss
11/8/13,Emporia St,81,Missouri KC,76,Win
11/8/13,Missouri KC,76,Emporia St,81,Loss
11/8/13,Charlotte,80,ETSU,75,Win
11/8/13,ETSU,75,Charlotte,80,Loss
11/8/13,Monmouth NJ,88,Hofstra,84,Win
11/8/13,Hofstra,84,Monmouth NJ,88,Loss
11/8/13,South Alabama,74,Detroit,58,Win
11/8/13,Detroit,58,South Alabama,74,Loss
11/8/13,Stony Brook,71,Marist,55,Win
11/8/13,Marist,55,Stony Brook,71,Loss
11/8/13,Oregon,82,Georgetown,75,Win
11/8/13,Georgetown,75,Oregon,82,Loss
11/8/13,Kent,84,Ohio Northern,48,Win
11/8/13,Ohio Northern,48,Kent,84,Loss
11/8/13,VA Commonwealth,96,Illinois St,58,Win
11/8/13,Illinois St,58,VA Commonwealth,96,Loss
11/8/13,NC A&T,91,Greensboro,64,Win
11/8/13,Greensboro,64,NC A&T,91,Loss
11/8/13,UNC Greensboro,82,High Point,74,Win
11/8/13,High Point,74,UNC Greensboro,82,Loss
11/8/13,Campbell,87,Shenandoah,62,Win
11/8/13,Shenandoah,62,Campbell,87,Loss
11/8/13,Missouri St,79,Old Dominion,67,Win
11/8/13,Old Dominion,67,Missouri St,79,Loss
11/8/13,Hampton,77,William & Mary,69,Win
11/8/13,William & Mary,69,Hampton,77,Loss
11/8/13,FL Atlantic,86,Ave Maria,51,Win
11/8/13,Ave Maria,51,FL Atlantic,86,Loss
11/8/13,Georgia Tech,88,Presbyterian,57,Win
11/8/13,Presbyterian,57,Georgia Tech,88,Loss
11/8/13,Colorado St,99,Col Springs,70,Win
11/8/13,Col Springs,70,Colorado St,99,Loss
11/8/13,Rutgers,92,Florida A&M,84,Win
11/8/13,Florida A&M,84,Rutgers,92,Loss
11/8/13,Towson,72,Navy,45,Win
11/8/13,Navy,45,Towson,72,Loss
11/8/13,Purdue,77,N Kentucky,76,Win
11/8/13,N Kentucky,76,Purdue,77,Loss
11/8/13,TX Southern,95,Norfolk St,83,Win
11/8/13,Norfolk St,83,TX Southern,95,Loss
11/8/13,Xavier,83,Gardner Webb,59,Win
11/8/13,Gardner Webb,59,Xavier,83,Loss
11/8/13,Albany NY,74,Siena,62,Win
11/8/13,Siena,62,Albany NY,74,Loss
11/8/13,Belmont,87,Lipscomb,83,Win
11/8/13,Lipscomb,83,Belmont,87,Loss
11/8/13,Michigan St,98,McNeese St,56,Win
11/8/13,McNeese St,56,Michigan St,98,Loss
11/8/13,Kentucky,89,UNC Asheville,57,Win
11/8/13,UNC Asheville,57,Kentucky,89,Loss
11/8/13,Duke,111,Davidson,77,Win
11/8/13,Davidson,77,Duke,111,Loss
11/8/13,Michigan,69,MA Lowell,42,Win
11/8/13,MA Lowell,42,Michigan,69,Loss
11/8/13,Georgia,72,Wofford,52,Win
11/8/13,Wofford,52,Georgia,72,Loss
11/8/13,Howard,69,Washington MD,52,Win
11/8/13,Washington MD,52,Howard,69,Loss
11/8/13,Notre Dame,74,Miami OH,62,Win
11/8/13,Miami OH,62,Notre Dame,74,Loss
11/8/13,Indiana,100,Chicago St,72,Win
11/8/13,Chicago St,72,Indiana,100,Loss
11/8/13,Texas,76,Mercer,73,Win
11/8/13,Mercer,73,Texas,76,Loss
11/8/13,Clemson,71,Stetson,51,Win
11/8/13,Stetson,51,Clemson,71,Loss
11/8/13,Virginia,61,James Madison,41,Win
11/8/13,James Madison,41,Virginia,61,Loss
11/8/13,Richmond,71,Delaware,69,Win
11/8/13,Delaware,69,Richmond,71,Loss
11/8/13,F Dickinson,89,Caldwell,71,Win
11/8/13,Caldwell,71,F Dickinson,89,Loss
11/8/13,Wake Forest,89,Colgate,78,Win
11/8/13,Colgate,78,Wake Forest,89,Loss
11/8/13,Pittsburgh,88,Savannah St,55,Win
11/8/13,Savannah St,55,Pittsburgh,88,Loss
11/8/13,Syracuse,82,Cornell,60,Win
11/8/13,Cornell,60,Syracuse,82,Loss
11/9/13,Drake,61,IL Chicago,59,Win
11/9/13,IL Chicago,59,Drake,61,Loss
11/9/13,New Hampshire,94,Suffolk,70,Win
11/9/13,Suffolk,70,New Hampshire,94,Loss
11/9/13,Robert Morris,86,Savannah St,66,Win
11/9/13,Savannah St,66,Robert Morris,86,Loss
11/9/13,DePaul,96,Grambling,58,Win
11/9/13,Grambling,58,DePaul,96,Loss
11/9/13,Northern Arizona,74,UT San Antonio,63,Win
11/9/13,UT San Antonio,63,Northern Arizona,74,Loss
11/9/13,Pepperdine,81,San Diego Chr,68,Win
11/9/13,San Diego Chr,68,Pepperdine,81,Loss
11/9/13,Fairfield,67,Sacred Heart,54,Win
11/9/13,Sacred Heart,54,Fairfield,67,Loss
11/9/13,Seton Hall,83,Niagara,72,Win
11/9/13,Niagara,72,Seton Hall,83,Loss
11/9/13,Chicago St,77,Urbana,52,Win
11/9/13,Urbana,52,Chicago St,77,Loss
11/9/13,Yale,93,Central Conn,77,Win
11/9/13,Central Conn,77,Yale,93,Loss
11/9/13,Loy Marymount,98,S Dakota St,89,Win
11/9/13,S Dakota St,89,Loy Marymount,98,Loss
11/9/13,St Joseph's PA,74,Vermont,64,Win
11/9/13,Vermont,64,St Joseph's PA,74,Loss
11/9/13,St Bonaventure,68,South Dakota,46,Win
11/9/13,South Dakota,46,St Bonaventure,68,Loss
11/9/13,Columbia,73,MD E Shore,54,Win
11/9/13,MD E Shore,54,Columbia,73,Loss
11/9/13,ULL,101,Louisiana Col,67,Win
11/9/13,Louisiana Col,67,ULL,101,Loss
11/9/13,Incarnate Word,88,Northwood TX,72,Win
11/9/13,Northwood TX,72,Incarnate Word,88,Loss
11/9/13,Hawaii,78,W Michigan,68,Win
11/9/13,W Michigan,68,Hawaii,78,Loss
11/9/13,New Mexico St,70,Tennessee St,55,Win
11/9/13,Tennessee St,55,New Mexico St,70,Loss
11/9/13,Army,84,Citadel,69,Win
11/9/13,Citadel,69,Army,84,Loss
11/9/13,WI Green Bay,71,N Michigan,49,Win
11/9/13,N Michigan,49,WI Green Bay,71,Loss
11/9/13,VMI,71,Air Force,63,Win
11/9/13,Air Force,63,VMI,71,Loss
11/9/13,Toledo,102,Northwestern OH,55,Win
11/9/13,Northwestern OH,55,Toledo,102,Loss
11/9/13,CS Fullerton,84,Montana St,55,Win
11/9/13,Montana St,55,CS Fullerton,84,Loss
11/9/13,San Diego,70,Grand Canyon,59,Win
11/9/13,Grand Canyon,59,San Diego,70,Loss
11/9/13,Northwestern,72,E Illinois,55,Win
11/9/13,E Illinois,55,Northwestern,72,Loss
11/9/13,UTEP,84,Loyola NO,49,Win
11/9/13,Loyola NO,49,UTEP,84,Loss
11/9/13,Idaho St,99,Evergreen St,62,Win
11/9/13,Evergreen St,62,Idaho St,99,Loss
11/9/13,New Mexico,88,Alabama A&M,52,Win
11/9/13,Alabama A&M,52,New Mexico,88,Loss
11/9/13,Idaho,67,W Illinois,63,Win
11/9/13,W Illinois,63,Idaho,67,Loss
11/9/13,Louisville,70,Col Charleston,48,Win
11/9/13,Col Charleston,48,Louisville,70,Loss
11/9/13,South Carolina,82,Longwood,44,Win
11/9/13,Longwood,44,South Carolina,82,Loss
11/9/13,Morehead St,107,Mid-Continent,60,Win
11/9/13,Mid-Continent,60,Morehead St,107,Loss
11/9/13,Evansville,87,Martin Meth,69,Win
11/9/13,Martin Meth,69,Evansville,87,Loss
11/9/13,Indiana St,82,Ball St,73,Win
11/9/13,Ball St,73,Indiana St,82,Loss
11/9/13,Georgia St,97,Southern Poly,78,Win
11/9/13,Southern Poly,78,Georgia St,97,Loss
11/9/13,Bethune-Cookman,91,Trinity Bap,74,Win
11/9/13,Trinity Bap,74,Bethune-Cookman,91,Loss
11/9/13,Ohio,75,Northern Iowa,64,Win
11/9/13,Northern Iowa,64,Ohio,75,Loss
11/9/13,Ohio St,89,Morgan St,50,Win
11/9/13,Morgan St,50,Ohio St,89,Loss
11/9/13,South Florida,72,Tennessee Tech,62,Win
11/9/13,Tennessee Tech,62,South Florida,72,Loss
11/9/13,Penn St,74,Wagner,62,Win
11/9/13,Wagner,62,Penn St,74,Loss
11/9/13,Long Island,87,St Peter's,80,Win
11/9/13,St Peter's,80,Long Island,87,Loss
11/9/13,Dayton,81,IPFW,80,Win
11/9/13,IPFW,80,Dayton,81,Loss
11/9/13,SC Upstate,64,Virginia Tech,63,Win
11/9/13,Virginia Tech,63,SC Upstate,64,Loss
11/9/13,Bowling Green,102,Earlham,49,Win
11/9/13,Earlham,49,Bowling Green,102,Loss
11/9/13,Butler,89,Lamar,58,Win
11/9/13,Lamar,58,Butler,89,Loss
11/9/13,Quinnipiac,82,Hartford,77,Win
11/9/13,Hartford,77,Quinnipiac,82,Loss
11/9/13,Gonzaga,100,Bryant,76,Win
11/9/13,Bryant,76,Gonzaga,100,Loss
11/9/13,Delaware St,107,Cairn,48,Win
11/9/13,Cairn,48,Delaware St,107,Loss
11/9/13,E Kentucky,68,Kennesaw,60,Win
11/9/13,Kennesaw,60,E Kentucky,68,Loss
11/9/13,Temple,78,Penn,73,Win
11/9/13,Penn,73,Temple,78,Loss
11/9/13,Winthrop,93,Roanoke,74,Win
11/9/13,Roanoke,74,Winthrop,93,Loss
11/9/13,Manhattan,99,La Salle,90,Win
11/9/13,La Salle,90,Manhattan,99,Loss
11/9/13,Duquesne,94,Abilene Chr,75,Win
11/9/13,Abilene Chr,75,Duquesne,94,Loss
11/9/13,Cleveland St,73,Iona,69,Win
11/9/13,Iona,69,Cleveland St,73,Loss
11/9/13,Wichita St,93,Emporia St,50,Win
11/9/13,Emporia St,50,Wichita St,93,Loss
11/9/13,Youngstown St,74,Florida Intl,72,Win
11/9/13,Florida Intl,72,Youngstown St,74,Loss
11/9/13,Long Beach St,71,Hawaii Pacific,59,Win
11/9/13,Hawaii Pacific,59,Long Beach St,71,Loss
11/9/13,Rice,69,St Thomas TX,60,Win
11/9/13,St Thomas TX,60,Rice,69,Loss
11/10/13,Middle Tenn St,78,Southern Univ,75,Win
11/10/13,Southern Univ,75,Middle Tenn St,78,Loss
11/10/13,Elon,75,Marist,48,Win
11/10/13,Marist,48,Elon,75,Loss
11/10/13,E Washington,87,Pacific OR,58,Win
11/10/13,Pacific OR,58,E Washington,87,Loss
11/10/13,Wright St,82,Mt St Joseph,49,Win
11/10/13,Mt St Joseph,49,Wright St,82,Loss
11/10/13,Alcorn St,73,Tougaloo,68,Win
11/10/13,Tougaloo,68,Alcorn St,73,Loss
11/10/13,Florida Intl,66,Kennesaw,58,Win
11/10/13,Kennesaw,58,Florida Intl,66,Loss
11/10/13,Bradley,85,Alabama St,59,Win
11/10/13,Alabama St,59,Bradley,85,Loss
11/10/13,Iowa,83,NE Omaha,75,Win
11/10/13,NE Omaha,75,Iowa,83,Loss
11/10/13,Washington,88,Seattle,78,Win
11/10/13,Seattle,78,Washington,88,Loss
11/10/13,Coppin St,78,Oregon St,73,Win
11/10/13,Oregon St,73,Coppin St,78,Loss
11/10/13,Ark Pine Bluff,66,Tuskegee,64,Win
11/10/13,Tuskegee,64,Ark Pine Bluff,66,Loss
11/10/13,Illinois,86,Jacksonville St,62,Win
11/10/13,Jacksonville St,62,Illinois,86,Loss
11/10/13,S Carolina St,59,St Andrew's,55,Win
11/10/13,St Andrew's,55,S Carolina St,59,Loss
11/10/13,Colorado,91,TN Martin,65,Win
11/10/13,TN Martin,65,Colorado,91,Loss
11/10/13,Howard,83,Gwynedd-Mercy,66,Win
11/10/13,Gwynedd-Mercy,66,Howard,83,Loss
11/10/13,Oral Roberts,74,Tulsa,68,Win
11/10/13,Tulsa,68,Oral Roberts,74,Loss
11/10/13,Brown,74,Binghamton,57,Win
11/10/13,Binghamton,57,Brown,74,Loss
11/10/13,Loyola MD,93,Cornell,89,Win
11/10/13,Cornell,89,Loyola MD,93,Loss
11/10/13,Hofstra,80,F Dickinson,58,Win
11/10/13,F Dickinson,58,Hofstra,80,Loss
11/10/13,Maine,111,Fisher,64,Win
11/10/13,Fisher,64,Maine,111,Loss
11/10/13,Kentucky,93,N Kentucky,63,Win
11/10/13,N Kentucky,63,Kentucky,93,Loss
11/10/13,Charleston So,95,Delaware,93,Win
11/10/13,Delaware,93,Charleston So,95,Loss
11/10/13,Harvard,82,Holy Cross,72,Win
11/10/13,Holy Cross,72,Harvard,82,Loss
11/10/13,Massachusetts,86,Boston College,73,Win
11/10/13,Boston College,73,Massachusetts,86,Loss
11/10/13,Dartmouth,106,Lyndon St,61,Win
11/10/13,Lyndon St,61,Dartmouth,106,Loss
11/10/13,Youngstown St,75,E Kentucky,67,Win
11/10/13,E Kentucky,67,Youngstown St,75,Loss
11/10/13,Valparaiso,113,North Park,50,Win
11/10/13,North Park,50,Valparaiso,113,Loss
11/10/13,Stony Brook,81,Haverford,65,Win
11/10/13,Haverford,65,Stony Brook,81,Loss
11/10/13,Iowa St,95,UNC Wilmington,62,Win
11/10/13,UNC Wilmington,62,Iowa St,95,Loss
11/10/13,Boston Univ,72,Northeastern,69,Win
11/10/13,Northeastern,69,Boston Univ,72,Loss
11/10/13,Princeton,67,Florida A&M,50,Win
11/10/13,Florida A&M,50,Princeton,67,Loss
11/10/13,Notre Dame,80,Stetson,49,Win
11/10/13,Stetson,49,Notre Dame,80,Loss
11/11/13,SE Missouri St,118,Central Bap,56,Win
11/11/13,Central Bap,56,SE Missouri St,118,Loss
11/11/13,Creighton,96,Missouri KC,70,Win
11/11/13,Missouri KC,70,Creighton,96,Loss
11/11/13,Troy,102,LaGrange,69,Win
11/11/13,LaGrange,69,Troy,102,Loss
11/11/13,UC Davis,80,Holy Names,54,Win
11/11/13,Holy Names,54,UC Davis,80,Loss
11/11/13,Arizona,91,Long Beach St,57,Win
