Date,Team,Opponent,Team Score,Opponent Score,Team Result
11/16/12,Bucknell,Niagara,88,71,Win
11/16/12,Niagara,Bucknell,71,88,Loss
11/16/12,Ohio,UNC Wilmington,85,47,Win
11/16/12,UNC Wilmington,Ohio,47,85,Loss
11/16/12,Oregon,Vanderbilt,74,48,Win
11/16/12,Vanderbilt,Oregon,48,74,Loss
11/16/12,Pepperdine,Washington St,58,56,Win
11/16/12,Washington St,Pepperdine,56,58,Loss
11/16/12,Rutgers,Princeton,58,52,Win
11/16/12,Princeton,Rutgers,52,58,Loss
11/16/12,Tulsa,San Diego,63,51,Win
11/16/12,San Diego,Tulsa,51,63,Loss
11/16/12,South Carolina,Morgan St,87,71,Win
11/16/12,Morgan St,South Carolina,71,87,Loss
11/16/12,South Florida,MD E Shore,78,59,Win
11/16/12,MD E Shore,South Florida,59,78,Loss
11/16/12,Arkansas St,TN Martin,77,73,Win
11/16/12,TN Martin,Arkansas St,73,77,Loss
11/16/12,Tulane,NE Omaha,76,52,Win
11/16/12,NE Omaha,Tulane,52,76,Loss
11/16/12,TX Southern,ULL,74,71,Win
11/16/12,ULL,TX Southern,71,74,Loss
11/16/12,Oklahoma,UT Arlington,63,59,Win
11/16/12,UT Arlington,Oklahoma,59,63,Loss
11/16/12,CS Sacramento,Utah,74,71,Win
11/16/12,Utah,CS Sacramento,71,74,Loss
11/16/12,Wright St,NC A&T,56,44,Win
11/16/12,NC A&T,Wright St,44,56,Loss
11/16/12,Wyoming,Southern Univ,67,60,Win
11/16/12,Southern Univ,Wyoming,60,67,Loss
11/16/12,Youngstown St,St Francis PA,75,60,Win
11/16/12,St Francis PA,Youngstown St,60,75,Loss
11/15/12,American Univ,Mt St Mary's,62,57,Win
11/15/12,Mt St Mary's,American Univ,57,62,Loss
11/15/12,Arizona,UTEP,72,51,Win
11/15/12,UTEP,Arizona,51,72,Loss
11/15/12,Cal Poly SLO,N Colorado,64,53,Win
11/15/12,N Colorado,Cal Poly SLO,53,64,Loss
11/15/12,Central Conn,Brown,86,71,Win
11/15/12,Brown,Central Conn,71,86,Loss
11/15/12,St John's,Col Charleston,64,53,Win
11/15/12,Col Charleston,St John's,53,64,Loss
11/15/12,Gardner Webb,DePaul,71,59,Win
11/15/12,DePaul,Gardner Webb,59,71,Loss
11/15/12,Illinois St,Drexel,86,84,Win
11/15/12,Drexel,Illinois St,84,86,Loss
11/15/12,Buffalo,Evansville,56,50,Win
11/15/12,Evansville,Buffalo,50,56,Loss
11/15/12,Southern Miss,Georgia,62,60,Win
11/15/12,Georgia,Southern Miss,60,62,Loss
11/15/12,Indiana,Sam Houston St,99,45,Win
11/15/12,Sam Houston St,Indiana,45,99,Loss
11/15/12,Iowa,Howard,66,36,Win
11/15/12,Howard,Iowa,36,66,Loss
11/15/12,Jacksonville St,Alabama A&M,79,61,Win
11/15/12,Alabama A&M,Jacksonville St,61,79,Loss
11/15/12,Kansas,Chattanooga,69,55,Win
11/15/12,Chattanooga,Kansas,55,69,Loss
11/15/12,Norfolk St,Longwood,78,66,Win
11/15/12,Longwood,Norfolk St,66,78,Loss
11/15/12,Louisville,Samford,80,54,Win
11/15/12,Samford,Louisville,54,80,Loss
11/15/12,Minnesota,Tennessee St,72,43,Win
11/15/12,Tennessee St,Minnesota,43,72,Loss
11/15/12,Nebraska,Valparaiso,50,48,Win
11/15/12,Valparaiso,Nebraska,48,50,Loss
11/15/12,Tulsa,N Kentucky,76,56,Win
11/15/12,Murray St,Auburn,79,59,Win
11/15/12,NC State,Penn St,72,55,Win
11/15/12,Colorado,Dayton,67,57,Win
11/15/12,Baylor,Boston College,84,74,Win
11/15/12,Villanova,Purdue,89,81,Win
11/15/12,Tennessee,UNC Asheville,75,68,Win
11/15/12,Oklahoma St,Akron,69,65,Win
11/15/12,NC Central,Southern Univ,59,55,Win
11/15/12,Alabama,Oregon St,65,62,Win
11/15/12,Massachusetts,Providence,77,75,Win
11/15/12,Providence,Massachusetts,75,77,Loss
11/15/12,Oregon St,Alabama,62,65,Loss
11/15/12,Akron,Oklahoma St,65,69,Loss
11/15/12,Southern Univ,NC Central,55,59,Loss
11/15/12,UNC Asheville,Tennessee,68,75,Loss
11/15/12,Purdue,Villanova,81,89,Loss
11/15/12,Dayton,Colorado,57,67,Loss
11/15/12,Boston College,Baylor,74,84,Loss
11/15/12,Penn St,NC State,55,72,Loss
11/15/12,N Kentucky,Tulsa,56,76,Loss
11/15/12,Auburn,Murray St,59,79,Loss
11/15/12,New Mexico St,SE Louisiana,81,56,Win
11/15/12,SE Louisiana,New Mexico St,56,81,Loss
11/15/12,Bethune-Cookman,New Orleans,71,65,Win
11/15/12,New Orleans,Bethune-Cookman,65,71,Loss
11/15/12,Northwestern,MS Valley St,81,68,Win
11/15/12,MS Valley St,Northwestern,68,81,Loss
11/15/12,Portland,Idaho St,51,48,Win
11/15/12,Idaho St,Portland,48,51,Loss
11/15/12,Richmond,Hampton,68,58,Win
11/15/12,Hampton,Richmond,58,68,Loss
11/15/12,CS Northridge,San Diego,74,71,Win
11/15/12,San Diego,CS Northridge,71,74,Loss
11/15/12,San Jose St,Weber St,68,67,Win
11/15/12,Weber St,San Jose St,67,68,Loss
11/15/12,SE Missouri St,McNeese St,64,53,Win
11/15/12,McNeese St,SE Missouri St,53,64,Loss
11/15/12,Stanford,Alcorn St,69,51,Win
11/15/12,Alcorn St,Stanford,51,69,Loss
11/15/12,SMU,TCU,64,61,Win
11/15/12,TCU,SMU,61,64,Loss
11/15/12,Tennessee Tech,Coastal Car,71,69,Win
11/15/12,Coastal Car,Tennessee Tech,69,71,Loss
11/15/12,Texas A&M,Prairie View,81,59,Win
11/15/12,Prairie View,Texas A&M,59,81,Loss
11/15/12,UCLA,James Madison,100,70,Win
11/15/12,James Madison,UCLA,70,100,Loss
11/15/12,St Mary's CA,Utah St,67,58,Win
11/15/12,Utah St,St Mary's CA,58,67,Loss
11/15/12,Virginia Tech,VMI,95,80,Win
11/15/12,VMI,Virginia Tech,80,95,Loss
11/15/12,Wichita St,W Carolina,79,63,Win
11/15/12,W Carolina,Wichita St,63,79,Loss
11/15/12,Wyoming,South Dakota,71,51,Win
11/15/12,South Dakota,Wyoming,51,71,Loss
11/14/12,Colgate,Marist,74,60,Win
11/14/12,Marist,Colgate,60,74,Loss
11/14/12,St Bonaventure,Cornell,72,68,Win
11/14/12,Cornell,St Bonaventure,68,72,Loss
11/14/12,Creighton,UAB,77,60,Win
11/14/12,UAB,Creighton,60,77,Loss
11/14/12,CS Sacramento,CS Bakersfield,85,67,Win
11/14/12,CS Bakersfield,CS Sacramento,67,85,Loss
11/14/12,Delaware St,Wagner,73,69,Win
11/14/12,Wagner,Delaware St,69,73,Loss
11/14/12,Denver,TAM C. Christi,68,51,Win
11/14/12,TAM C. Christi,Denver,51,68,Loss
11/14/12,Edwardsville,W Illinois,62,50,Win
11/14/12,W Illinois,Edwardsville,50,62,Loss
11/14/12,Florida,Wisconsin,74,56,Win
11/14/12,Wisconsin,Florida,56,74,Loss
11/14/12,Lipscomb,Gardner Webb,66,62,Win
11/14/12,Gardner Webb,Lipscomb,62,66,Loss
11/14/12,Georgetown,Liberty,68,59,Win
11/14/12,Liberty,Georgetown,59,68,Loss
11/14/12,Georgia Tech,Presbyterian,52,38,Win
11/14/12,Presbyterian,Georgia Tech,38,52,Loss
11/14/12,Holy Cross,Maine,57,54,Win
11/14/12,Maine,Holy Cross,54,57,Loss
11/14/12,Louisiana Tech,Ark Little Rock,70,52,Win
11/14/12,Ark Little Rock,Louisiana Tech,52,70,Loss
11/14/12,Loyola MD,MD Baltimore Co,86,70,Win
11/14/12,MD Baltimore Co,Loyola MD,70,86,Loss
11/14/12,Navy,Binghamton,75,52,Win
11/14/12,Binghamton,Navy,52,75,Loss
11/14/12,Southern Univ,South Dakota,83,79,Win
11/14/12,South Dakota,Southern Univ,79,83,Loss
11/14/12,Northern Iowa,Toledo,84,81,Win
11/14/12,Toledo,Northern Iowa,81,84,Loss
11/14/12,San Diego,N Kentucky,65,61,Win
11/14/12,N Kentucky,San Diego,61,65,Loss
11/14/12,Savannah St,North Florida,54,47,Win
11/14/12,North Florida,Savannah St,47,54,Loss
11/14/12,Santa Clara,St Louis,74,62,Win
11/14/12,St Louis,Santa Clara,62,74,Loss
11/14/12,Texas Tech,NE Omaha,91,63,Win
11/14/12,NE Omaha,Texas Tech,63,91,Loss
11/14/12,Fresno St,UC Riverside,39,30,Win
11/14/12,UC Riverside,Fresno St,30,39,Loss
11/14/12,Washington St,Utah Valley,72,49,Win
11/14/12,Utah Valley,Washington St,49,72,Loss
11/14/12,Wyoming,NC Central,73,60,Win
11/14/12,NC Central,Wyoming,60,73,Loss
11/13/12,High Point,Appalachian St,86,64,Win
11/13/12,Appalachian St,High Point,64,86,Loss
11/13/12,Boise St,Oakland,88,80,Win
11/13/12,Oakland,Boise St,80,88,Loss
11/13/12,Bucknell,George Mason,61,56,Win
11/13/12,George Mason,Bucknell,56,61,Loss
11/13/12,BYU,Georgia St,80,62,Win
11/13/12,Georgia St,BYU,62,80,Loss
11/13/12,California,Pepperdine,79,62,Win
11/13/12,Pepperdine,California,62,79,Loss
11/13/12,Charlotte,Ga Southern,66,53,Win
11/13/12,Ga Southern,Charlotte,53,66,Loss
11/13/12,Cincinnati,MS Valley St,102,60,Win
11/13/12,MS Valley St,Cincinnati,60,102,Loss
11/13/12,Connecticut,Vermont,67,49,Win
11/13/12,Vermont,Connecticut,49,67,Loss
11/13/12,New Hampshire,Dartmouth,72,58,Win
11/13/12,Dartmouth,New Hampshire,58,72,Loss
11/13/12,Wright St,E Illinois,56,44,Win
11/13/12,E Illinois,Wright St,44,56,Loss
11/13/12,FL Gulf Coast,Miami FL,63,51,Win
11/13/12,Miami FL,FL Gulf Coast,51,63,Loss
11/13/12,Indiana St,Winthrop,66,55,Win
11/13/12,Winthrop,Indiana St,55,66,Loss
11/13/12,Temple,Kent,80,66,Win
11/13/12,Kent,Temple,66,80,Loss
11/13/12,LSU,McNeese St,73,48,Win
11/13/12,McNeese St,LSU,48,73,Loss
11/13/12,Marquette,SE Louisiana,64,53,Win
11/13/12,SE Louisiana,Marquette,53,64,Loss
11/13/12,Massachusetts,Harvard,67,64,Win
11/13/12,Harvard,Massachusetts,64,67,Loss
11/13/12,Miami OH,Grambling,80,54,Win
11/13/12,Grambling,Miami OH,54,80,Loss
11/13/12,Michigan,Cleveland St,77,47,Win
11/13/12,Cleveland St,Michigan,47,77,Loss
11/13/12,Mississippi,Coastal Car,90,72,Win
11/13/12,Coastal Car,Mississippi,72,90,Loss
11/13/12,Mississippi St,FL Atlantic,78,58,Win
11/13/12,FL Atlantic,Mississippi St,58,78,Loss
11/13/12,Missouri,Alcorn St,91,54,Win
11/13/12,Alcorn St,Missouri,54,91,Loss
11/13/12,Mt St Mary's,Hartford,70,63,Win
11/13/12,Hartford,Mt St Mary's,63,70,Loss
11/13/12,Robert Morris,Fordham,74,58,Win
11/13/12,North Texas,Lamar,74,59,Win
11/13/12,IUPUI,Bowling Green,80,66,Win
11/13/12,Fairfield,Penn,62,53,Win
11/13/12,Duke,Kentucky,75,68,Win
11/13/12,Michigan St,Kansas,67,64,Win
11/13/12,Kansas,Michigan St,64,67,Loss
11/13/12,Kentucky,Duke,68,75,Loss
11/13/12,Penn,Fairfield,53,62,Loss
11/13/12,Bowling Green,IUPUI,66,80,Loss
11/13/12,Lamar,North Texas,59,74,Loss
11/13/12,Fordham,Robert Morris,58,74,Loss
11/13/12,Niagara,St Francis PA,86,69,Win
11/13/12,St Francis PA,Niagara,69,86,Loss
11/13/12,Northwestern,TX Southern,79,49,Win
11/13/12,TX Southern,Northwestern,49,79,Loss
11/13/12,Pittsburgh,Lehigh,78,53,Win
11/13/12,Lehigh,Pittsburgh,53,78,Loss
11/13/12,Northeastern,Princeton,67,66,Win
11/13/12,Princeton,Northeastern,66,67,Loss
11/13/12,Richmond,UNC Wilmington,101,58,Win
11/13/12,UNC Wilmington,Richmond,58,101,Loss
11/13/12,Stony Brook,Rider,54,46,Win
11/13/12,Rider,Stony Brook,46,54,Loss
11/13/12,S Dakota St,Tennessee St,78,71,Win
11/13/12,Tennessee St,S Dakota St,71,78,Loss
11/13/12,Houston,San Jose St,77,75,Win
11/13/12,San Jose St,Houston,75,77,Loss
11/13/12,Middle Tenn St,Savannah St,58,55,Win
11/13/12,Savannah St,Middle Tenn St,55,58,Loss
11/13/12,St John's,Detroit,77,74,Win
11/13/12,Detroit,St John's,74,77,Loss
11/13/12,Stetson,Florida A&M,88,66,Win
11/13/12,Florida A&M,Stetson,66,88,Loss
11/13/12,Tulane,Bethune-Cookman,65,55,Win
11/13/12,Bethune-Cookman,Tulane,55,65,Loss
11/13/12,UCF,Alabama St,85,56,Win
11/13/12,Alabama St,UCF,56,85,Loss
11/13/12,UCLA,UC Irvine,80,79,Win
11/13/12,UC Irvine,UCLA,79,80,Loss
11/13/12,USC,Long Beach St,62,44,Win
11/13/12,Long Beach St,USC,44,62,Loss
11/13/12,Wichita St,VA Commonwealth,53,51,Win
11/13/12,VA Commonwealth,Wichita St,51,53,Loss
11/13/12,Valparaiso,N Illinois,69,46,Win
11/13/12,N Illinois,Valparaiso,46,69,Loss
11/13/12,Delaware,Virginia,59,53,Win
11/13/12,Virginia,Delaware,53,59,Loss
11/13/12,W Kentucky,Austin Peay,74,54,Win
11/13/12,Austin Peay,W Kentucky,54,74,Loss
11/13/12,Albany NY,Washington,63,62,Win
11/13/12,Washington,Albany NY,62,63,Loss
11/13/12,Xavier,Butler,62,47,Win
11/13/12,Butler,Xavier,47,62,Loss
11/12/12,Bradley,TX Pan American,78,61,Win
11/12/12,TX Pan American,Bradley,61,78,Loss
11/12/12,Northwestern LA,Campbell,71,67,Win
11/12/12,Campbell,Northwestern LA,67,71,Loss
11/12/12,Canisius,Boston Univ,83,75,Win
11/12/12,Boston Univ,Canisius,75,83,Loss
11/12/12,Clemson,Presbyterian,77,44,Win
11/12/12,Presbyterian,Clemson,44,77,Loss
11/12/12,CS Northridge,E Washington,96,79,Win
11/12/12,E Washington,CS Northridge,79,96,Loss
11/12/12,Florida St,Buffalo,95,68,Win
11/12/12,Buffalo,Florida St,68,95,Loss
11/12/12,Youngstown St,Georgia,68,56,Win
11/12/12,Georgia,Youngstown St,56,68,Loss
11/12/12,Gonzaga,West Virginia,84,50,Win
11/12/12,West Virginia,Gonzaga,50,84,Loss
11/12/12,Hawaii,Houston Bap,73,60,Win
11/12/12,Houston Bap,Hawaii,60,73,Loss
11/12/12,Illinois,St Francis NY,89,64,Win
11/12/12,St Francis NY,Illinois,64,89,Loss
11/12/12,Illinois St,Santa Barbara,100,72,Win
11/12/12,Santa Barbara,Illinois St,72,100,Loss
11/12/12,Indiana,N Dakota St,87,61,Win
11/12/12,N Dakota St,Indiana,61,87,Loss
11/12/12,Iowa,C Michigan,73,61,Win
11/12/12,C Michigan,Iowa,61,73,Loss
11/12/12,Iowa St,Alabama A&M,98,40,Win
11/12/12,Alabama A&M,Iowa St,40,98,Loss
11/12/12,Kansas St,Lamar,79,55,Win
11/12/12,Lamar,Kansas St,55,79,Loss
11/12/12,Lafayette,Long Island,98,94,Win
11/12/12,Long Island,Lafayette,94,98,Loss
11/12/12,William & Mary,Liberty,71,59,Win
11/12/12,Liberty,William & Mary,59,71,Loss
11/12/12,Maryland,Morehead St,67,45,Win
11/12/12,Morehead St,Maryland,45,67,Loss
11/12/12,Memphis,North Florida,81,66,Win
11/12/12,North Florida,Memphis,66,81,Loss
11/12/12,Michigan,IUPUI,91,54,Win
11/12/12,IUPUI,Michigan,54,91,Loss
11/12/12,Minnesota,Toledo,82,56,Win
11/12/12,Toledo,Minnesota,56,82,Loss
11/12/12,Utah Valley,NC A&T,64,55,Win
11/12/12,NC A&T,Utah Valley,55,64,Loss
11/12/12,Lehigh,Robert Morris,89,60,Win
11/12/12,Delaware,Penn,84,69,Win
11/12/12,Ark Pine Bluff,MD E Shore,62,52,Win
11/12/12,Cleveland St,Bowling Green,79,73,Win
11/12/12,Bowling Green,Cleveland St,73,79,Loss
11/12/12,MD E Shore,Ark Pine Bluff,52,62,Loss
11/12/12,Penn,Delaware,69,84,Loss
11/12/12,Robert Morris,Lehigh,60,89,Loss
11/12/12,New Mexico,Davidson,86,81,Win
11/12/12,Davidson,New Mexico,81,86,Loss
11/12/12,S Illinois,New Orleans,72,55,Win
11/12/12,New Orleans,S Illinois,55,72,Loss
11/12/12,Notre Dame,Monmouth NJ,84,57,Win
11/12/12,Monmouth NJ,Notre Dame,57,84,Loss
11/12/12,Oregon,Portland St,80,69,Win
11/12/12,Portland St,Oregon,69,80,Loss
11/12/12,Pittsburgh,Fordham,86,51,Win
11/12/12,Fordham,Pittsburgh,51,86,Loss
11/12/12,Providence,Bryant,81,49,Win
11/12/12,Bryant,Providence,49,81,Loss
11/12/12,American Univ,Quinnipiac,61,55,Win
11/12/12,Quinnipiac,American Univ,55,61,Loss
11/12/12,Rutgers,Sacred Heart,88,62,Win
11/12/12,Sacred Heart,Rutgers,62,88,Loss
11/12/12,Kennesaw,S Carolina St,67,65,Win
11/12/12,S Carolina St,Kennesaw,65,67,Loss
11/12/12,Seton Hall,Norfolk St,78,65,Win
11/12/12,Norfolk St,Seton Hall,65,78,Loss
11/12/12,St Joseph's PA,Yale,61,35,Win
11/12/12,Yale,St Joseph's PA,35,61,Loss
11/12/12,St Peter's,Central Conn,64,61,Win
11/12/12,Central Conn,St Peter's,61,64,Loss
11/12/12,Stanford,CS Fullerton,81,68,Win
11/12/12,CS Fullerton,Stanford,68,81,Loss
11/12/12,Texas,Coppin St,69,46,Win
11/12/12,Coppin St,Texas,46,69,Loss
11/12/12,Texas A&M,Troy,83,65,Win
11/12/12,Troy,Texas A&M,65,83,Loss
11/12/12,UNLV,Northern Arizona,92,54,Win
11/12/12,Northern Arizona,UNLV,54,92,Loss
11/12/12,Virginia,Fairfield,54,45,Win
11/12/12,Fairfield,Virginia,45,54,Loss
11/12/12,Virginia Tech,Rhode Island,69,50,Win
11/12/12,Rhode Island,Virginia Tech,50,69,Loss
11/11/12,Arizona,Charleston So,82,73,Win
11/11/12,Charleston So,Arizona,73,82,Loss
11/11/12,Ball St,Grambling,78,51,Win
11/11/12,Grambling,Ball St,51,78,Loss
11/11/12,Baylor,Jackson St,78,47,Win
11/11/12,Jackson St,Baylor,47,78,Loss
11/11/12,Brown,Binghamton,58,49,Win
11/11/12,Binghamton,Brown,49,58,Loss
11/11/12,Boise St,TX Southern,81,63,Win
11/11/12,TX Southern,Boise St,63,81,Loss
11/11/12,Boston College,Florida Intl,84,70,Win
11/11/12,Florida Intl,Boston College,70,84,Loss
11/11/12,California,CS Bakersfield,78,65,Win
11/11/12,CS Bakersfield,California,65,78,Loss
11/11/12,Cincinnati,TN Martin,80,57,Win
11/11/12,TN Martin,Cincinnati,57,80,Loss
11/11/12,Air Force,Citadel,77,70,Win
11/11/12,Citadel,Air Force,70,77,Loss
11/11/12,Florida,Alabama St,84,35,Win
11/11/12,Alabama St,Florida,35,84,Loss
11/11/12,Georgetown,Duquesne,61,55,Win
11/11/12,Duquesne,Georgetown,55,61,Loss
11/11/12,Hawaii,Ark Pine Bluff,81,54,Win
11/11/12,Ark Pine Bluff,Hawaii,54,81,Loss
11/11/12,IL Chicago,UC Riverside,59,52,Win
11/11/12,UC Riverside,IL Chicago,52,59,Loss
11/11/12,Jacksonville St,E Michigan,61,54,Win
11/11/12,E Michigan,Jacksonville St,54,61,Loss
11/11/12,Louisville,Manhattan,79,51,Win
11/11/12,Manhattan,Louisville,51,79,Loss
11/11/12,Marquette,Colgate,84,63,Win
11/11/12,Colgate,Marquette,63,84,Loss
11/11/12,Siena,Navy,54,49,Win
11/11/12,Navy,Siena,49,54,Loss
11/11/12,Nebraska,Southern Univ,66,55,Win
11/11/12,Southern Univ,Nebraska,55,66,Loss
11/11/12,Houston Bap,MD E Shore,70,55,Win
11/11/12,Syracuse,San Diego St,62,49,Win
11/11/12,Army,VMI,80,74,Win
11/11/12,Holy Cross,Morgan St,74,73,Win
11/11/12,Morgan St,Holy Cross,73,74,Loss
11/11/12,VMI,Army,74,80,Loss
11/11/12,San Diego St,Syracuse,49,62,Loss
11/11/12,MD E Shore,Houston Bap,55,70,Loss
11/11/12,North Carolina,FL Atlantic,80,56,Win
11/11/12,FL Atlantic,North Carolina,56,80,Loss
11/11/12,Ohio St,Albany NY,82,60,Win
11/11/12,Albany NY,Ohio St,60,82,Loss
11/11/12,Oklahoma,ULM,85,51,Win
11/11/12,ULM,Oklahoma,51,85,Loss
11/11/12,UT San Antonio,Old Dominion,79,70,Win
11/11/12,Old Dominion,UT San Antonio,70,79,Loss
11/11/12,Oregon St,New Mexico St,71,62,Win
11/11/12,New Mexico St,Oregon St,62,71,Loss
11/11/12,Purdue,Hofstra,83,54,Win
11/11/12,Hofstra,Purdue,54,83,Loss
11/11/12,Seattle,Montana St,87,72,Win
11/11/12,Montana St,Seattle,72,87,Loss
11/11/12,SMU,Loy Marymount,73,58,Win
11/11/12,Loy Marymount,SMU,58,73,Loss
11/11/12,South Carolina,WI Milwaukee,82,75,Win
11/11/12,WI Milwaukee,South Carolina,75,82,Loss
11/11/12,ULL,Oakland,90,79,Win
11/11/12,Oakland,ULL,79,90,Loss
11/11/12,UNC Wilmington,UNC Asheville,67,59,Win
11/11/12,UNC Asheville,UNC Wilmington,59,67,Loss
11/11/12,Villanova,Marshall,80,68,Win
11/11/12,Marshall,Villanova,68,80,Loss
11/11/12,Washington,Loyola MD,85,63,Win
11/11/12,Loyola MD,Washington,63,85,Loss
11/11/12,Wisconsin,SE Louisiana,87,47,Win
11/11/12,SE Louisiana,Wisconsin,47,87,Loss
11/10/12,Arizona St,Cent Arkansas,79,64,Win
11/10/12,Cent Arkansas,Arizona St,64,79,Loss
11/10/12,Princeton,Buffalo,57,53,Win
11/10/12,Buffalo,Princeton,53,57,Loss
11/10/12,Butler,Elon,74,59,Win
11/10/12,Elon,Butler,59,74,Loss
11/10/12,Citadel,VMI,84,76,Win
11/10/12,VMI,Citadel,76,84,Loss
11/10/12,Cornell,W Michigan,63,55,Win
11/10/12,W Michigan,Cornell,55,63,Loss
11/10/12,Dartmouth,Maine,67,54,Win
11/10/12,Maine,Dartmouth,54,67,Loss
11/10/12,Dayton,Arkansas St,74,61,Win
11/10/12,Arkansas St,Dayton,61,74,Loss
11/10/12,Columbia,Furman,68,47,Win
11/10/12,Furman,Columbia,47,68,Loss
11/10/12,Youngstown St,G Washington,80,73,Win
11/10/12,G Washington,Youngstown St,73,80,Loss
11/10/12,Quinnipiac,Hartford,65,61,Win
11/10/12,Hartford,Quinnipiac,61,65,Loss
11/10/12,La Salle,Delaware,73,66,Win
11/10/12,Delaware,La Salle,66,73,Loss
11/10/12,Missouri,Edwardsville,83,69,Win
11/10/12,Edwardsville,Missouri,69,83,Loss
11/10/12,Air Force,Army,76,65,Win
11/10/12,UT San Antonio,Holy Cross,60,56,Win
11/10/12,Sacred Heart,Yale,85,82,Win
11/10/12,Fairfield,Central Conn,64,63,Win
11/10/12,Central Conn,Fairfield,63,64,Loss
11/10/12,Yale,Sacred Heart,82,85,Loss
11/10/12,Holy Cross,UT San Antonio,56,60,Loss
11/10/12,Army,Air Force,65,76,Loss
11/10/12,Notre Dame,Evansville,58,49,Win
11/10/12,Evansville,Notre Dame,49,58,Loss
11/10/12,Ohio,Portland,81,52,Win
11/10/12,Portland,Ohio,52,81,Loss
11/10/12,Old Dominion,Morgan St,72,61,Win
11/10/12,Morgan St,Old Dominion,61,72,Loss
11/10/12,Oregon,Northern Arizona,83,73,Win
11/10/12,Northern Arizona,Oregon,73,83,Loss
11/10/12,Providence,NJIT,64,63,Win
11/10/12,NJIT,Providence,63,64,Loss
11/10/12,UCF,South Florida,74,56,Win
11/10/12,South Florida,UCF,56,74,Loss
11/10/12,Southern Miss,W Kentucky,67,64,Win
11/10/12,W Kentucky,Southern Miss,64,67,Loss
11/10/12,UC Irvine,Nevada,78,64,Win
11/10/12,Nevada,UC Irvine,64,78,Loss
11/10/12,Utah St,Idaho St,56,48,Win
11/10/12,Idaho St,Utah St,48,56,Loss
11/10/12,Vanderbilt,Nicholls St,80,65,Win
11/10/12,Nicholls St,Vanderbilt,65,80,Loss
11/10/12,Virginia Tech,ETSU,80,62,Win
11/10/12,ETSU,Virginia Tech,62,80,Loss
11/10/12,Washington St,E Washington,88,69,Win
11/10/12,E Washington,Washington St,69,88,Loss
11/10/12,WI Green Bay,Chicago St,72,67,Win
11/10/12,Chicago St,WI Green Bay,67,72,Loss
11/10/12,Wichita St,NC Central,71,57,Win
11/10/12,NC Central,Wichita St,57,71,Loss
11/9/12,Alabama,S Dakota St,70,67,Win
11/9/12,S Dakota St,Alabama,67,70,Loss
11/9/12,Albany NY,Duquesne,69,66,Win
11/9/12,Duquesne,Albany NY,66,69,Loss
11/9/12,Ark Little Rock,TN Martin,84,68,Win
11/9/12,TN Martin,Ark Little Rock,68,84,Loss
11/9/12,Arkansas,Sam Houston St,73,68,Win
11/9/12,Sam Houston St,Arkansas,68,73,Loss
11/9/12,Auburn,IPFW,61,50,Win
11/9/12,IPFW,Auburn,50,61,Loss
11/9/12,Austin Peay,Samford,75,64,Win
11/9/12,Samford,Austin Peay,64,75,Loss
11/9/12,Baylor,Lehigh,99,77,Win
11/9/12,Lehigh,Baylor,77,99,Loss
11/9/12,Bradley,E Illinois,76,53,Win
11/9/12,E Illinois,Bradley,53,76,Loss
11/9/12,BYU,Tennessee St,81,66,Win
11/9/12,Tennessee St,BYU,66,81,Loss
11/9/12,Charlotte,Charleston So,68,58,Win
11/9/12,Charleston So,Charlotte,58,68,Loss
11/9/12,Cleveland St,Grambling,92,49,Win
11/9/12,Grambling,Cleveland St,49,92,Loss
11/9/12,Coastal Car,Akron,74,70,Win
11/9/12,Akron,Coastal Car,70,74,Loss
11/9/12,Col Charleston,Towson,75,58,Win
11/9/12,Towson,Col Charleston,58,75,Loss
11/9/12,Colorado,Wofford,74,59,Win
11/9/12,Wofford,Colorado,59,74,Loss
11/9/12,Colorado St,Montana,72,65,Win
11/9/12,Montana,Colorado St,65,72,Loss
11/9/12,Creighton,North Texas,71,51,Win
11/9/12,North Texas,Creighton,51,71,Loss
11/9/12,UT Arlington,CS Bakersfield,62,60,Win
11/9/12,CS Bakersfield,UT Arlington,60,62,Loss
11/9/12,CS Northridge,Pepperdine,81,75,Win
11/9/12,Pepperdine,CS Northridge,75,81,Loss
11/9/12,DePaul,UC Riverside,91,59,Win
11/9/12,UC Riverside,DePaul,59,91,Loss
11/9/12,Duke,Georgia St,74,55,Win
11/9/12,Georgia St,Duke,55,74,Loss
11/9/12,South Alabama,Florida St,76,71,Win
11/9/12,Florida St,South Alabama,71,76,Loss
11/9/12,George Mason,Virginia,63,59,Win
11/9/12,Virginia,George Mason,59,63,Loss
11/9/12,Georgia,Jacksonville,68,62,Win
11/9/12,Jacksonville,Georgia,62,68,Loss
11/9/12,Georgia Tech,Tulane,79,61,Win
11/9/12,Tulane,Georgia Tech,61,79,Loss
11/9/12,Gonzaga,Southern Utah,103,65,Win
11/9/12,Southern Utah,Gonzaga,65,103,Loss
11/9/12,Hawaii,MD E Shore,76,64,Win
11/9/12,MD E Shore,Hawaii,64,76,Loss
11/9/12,High Point,UNC Greensboro,81,73,Win
11/9/12,UNC Greensboro,High Point,73,81,Loss
11/9/12,Houston,Florida A&M,81,76,Win
11/9/12,Florida A&M,Houston,76,81,Loss
11/9/12,Wright St,Idaho,80,70,Win
11/9/12,Idaho,Wright St,70,80,Loss
11/9/12,Illinois,Colgate,75,55,Win
11/9/12,Colgate,Illinois,55,75,Loss
